dependent.var,repeat.var.value,population.group,numbers
fl2_vii,khan_yunis,out_camp_refugee,0.040833779
fl2_vii,deir_balah,out_camp_refugee,0.01018017
fl2_vii,gaza,out_camp_refugee,0
fl2_vii,rafah,out_camp_refugee,0.023254964
fl2_vii,north_gaza,out_camp_refugee,0.016800922
fl2_viii,khan_yunis,out_camp_refugee,0.44634485
fl2_viii,deir_balah,out_camp_refugee,0.390749093
fl2_viii,gaza,out_camp_refugee,0.480907154
fl2_viii,rafah,out_camp_refugee,0.611519483
fl2_viii,north_gaza,out_camp_refugee,0.59817274
fl2_ix,khan_yunis,out_camp_refugee,0.115377847
fl2_ix,deir_balah,out_camp_refugee,0.145876492
fl2_ix,gaza,out_camp_refugee,0.114076642
fl2_ix,rafah,out_camp_refugee,0.22712057
fl2_ix,north_gaza,out_camp_refugee,0.040540447
fl2_x,khan_yunis,out_camp_refugee,0.066069735
fl2_x,deir_balah,out_camp_refugee,0.034391577
fl2_x,gaza,out_camp_refugee,0.004095924
fl2_x,rafah,out_camp_refugee,0.078400236
fl2_x,north_gaza,out_camp_refugee,0.002018372
fl2_xi,khan_yunis,out_camp_refugee,0.344500876
fl2_xi,deir_balah,out_camp_refugee,0.282046608
fl2_xi,gaza,out_camp_refugee,0.273311498
fl2_xi,rafah,out_camp_refugee,0.385327674
fl2_xi,north_gaza,out_camp_refugee,0.367017115
fl2_xii,khan_yunis,out_camp_refugee,0.043112508
fl2_xii,deir_balah,out_camp_refugee,0.04649141
fl2_xii,gaza,out_camp_refugee,0.057680568
fl2_xii,rafah,out_camp_refugee,0.083275798
fl2_xii,north_gaza,out_camp_refugee,0.043435763
h1,khan_yunis,out_camp_refugee,0.979388491
h1,deir_balah,out_camp_refugee,0.988450269
h1,gaza,out_camp_refugee,0.997835647
h1,rafah,out_camp_refugee,0.952916903
h1,north_gaza,out_camp_refugee,0.991721528
h2,khan_yunis,out_camp_refugee,0.69843272
h2,deir_balah,out_camp_refugee,0.825690357
h2,gaza,out_camp_refugee,0.786088692
h2,rafah,out_camp_refugee,0.833017793
h2,north_gaza,out_camp_refugee,0.890618268
h2_i,khan_yunis,out_camp_refugee,0.085039739
h2_i,deir_balah,out_camp_refugee,0.128777866
h2_i,gaza,out_camp_refugee,0.106019213
h2_i,rafah,out_camp_refugee,0.130044955
h2_i,north_gaza,out_camp_refugee,0.118190355
h2_ii,khan_yunis,out_camp_refugee,0.065895485
h2_ii,deir_balah,out_camp_refugee,0.067198234
h2_ii,gaza,out_camp_refugee,0.070919475
h2_ii,rafah,out_camp_refugee,0.071491208
h2_ii,north_gaza,out_camp_refugee,0.068830435
h2_iii,khan_yunis,out_camp_refugee,0.66803789
h2_iii,deir_balah,out_camp_refugee,0.760219246
h2_iii,gaza,out_camp_refugee,0.693775097
h2_iii,rafah,out_camp_refugee,0.60631865
h2_iii,north_gaza,out_camp_refugee,0.83593739
h2_iv,khan_yunis,out_camp_refugee,0.363833047
h2_iv,deir_balah,out_camp_refugee,0.475742707
h2_iv,gaza,out_camp_refugee,0.491707039
h2_iv,rafah,out_camp_refugee,0.649691901
h2_iv,north_gaza,out_camp_refugee,0.492071984
h2_v,khan_yunis,out_camp_refugee,0.063390614
h2_v,deir_balah,out_camp_refugee,0.037414315
h2_v,gaza,out_camp_refugee,0.01762513
h2_v,rafah,out_camp_refugee,0.04042863
h2_v,north_gaza,out_camp_refugee,0.036929474
h2_vi,khan_yunis,out_camp_refugee,0.043495224
h2_vi,deir_balah,out_camp_refugee,0.043103815
h2_vi,gaza,out_camp_refugee,0.03598608
h2_vi,rafah,out_camp_refugee,0.022000019
h2_vi,north_gaza,out_camp_refugee,0.029604147
h2_vii,khan_yunis,out_camp_refugee,0.020933777
h2_vii,deir_balah,out_camp_refugee,0.02214769
h2_vii,gaza,out_camp_refugee,0.000886342
h2_vii,rafah,out_camp_refugee,0.02942862
h2_vii,north_gaza,out_camp_refugee,0.011008096
h3,khan_yunis,out_camp_refugee,0.259107883
h3,deir_balah,out_camp_refugee,0.115991167
h3,gaza,out_camp_refugee,0.34034946
h3,rafah,out_camp_refugee,0.168784987
h3,north_gaza,out_camp_refugee,0.264212323
h3_i,khan_yunis,out_camp_refugee,0.781820824
h3_i,deir_balah,out_camp_refugee,0.620271423
h3_i,gaza,out_camp_refugee,0.634739728
h3_i,rafah,out_camp_refugee,0.443866017
h3_i,north_gaza,out_camp_refugee,0.665709846
h3_ii,khan_yunis,out_camp_refugee,0.009015676
h3_ii,deir_balah,out_camp_refugee,0.008438524
h3_ii,gaza,out_camp_refugee,0.101590059
h3_ii,rafah,out_camp_refugee,0
h3_ii,north_gaza,out_camp_refugee,0
h3_iii,khan_yunis,out_camp_refugee,0.06859778
h3_iii,deir_balah,out_camp_refugee,0.056796923
h3_iii,gaza,out_camp_refugee,0.000517638
h3_iii,rafah,out_camp_refugee,0.056348303
h3_iii,north_gaza,out_camp_refugee,0.007924745
h3_iv,khan_yunis,out_camp_refugee,0.046861664
h3_iv,deir_balah,out_camp_refugee,0.016877048
h3_iv,gaza,out_camp_refugee,0.102062782
h3_iv,rafah,out_camp_refugee,0.003084022
h3_iv,north_gaza,out_camp_refugee,0.000779765
h3_v,khan_yunis,out_camp_refugee,0.002577341
h3_v,deir_balah,out_camp_refugee,0.005573467
h3_v,gaza,out_camp_refugee,0.000472724
h3_v,rafah,out_camp_refugee,0
h3_v,north_gaza,out_camp_refugee,0
h3_vi,khan_yunis,out_camp_refugee,0.00636022
h3_vi,deir_balah,out_camp_refugee,0.044117402
h3_vi,gaza,out_camp_refugee,0
h3_vi,rafah,out_camp_refugee,0
h3_vi,north_gaza,out_camp_refugee,0
h3_vii,khan_yunis,out_camp_refugee,0.215385432
h3_vii,deir_balah,out_camp_refugee,0.187472451
h3_vii,gaza,out_camp_refugee,0.065391009
h3_vii,rafah,out_camp_refugee,0.405164566
h3_vii,north_gaza,out_camp_refugee,0.043223357
h3_viii,khan_yunis,out_camp_refugee,0.133252641
h3_viii,deir_balah,out_camp_refugee,0.104787883
h3_viii,gaza,out_camp_refugee,0.315568345
h3_viii,rafah,out_camp_refugee,0.239527403
h3_viii,north_gaza,out_camp_refugee,0.313507194
h3_ix,khan_yunis,out_camp_refugee,0.050644543
h3_ix,deir_balah,out_camp_refugee,0
h3_ix,gaza,out_camp_refugee,0
h3_ix,rafah,out_camp_refugee,0
h3_ix,north_gaza,out_camp_refugee,0
h3_x,khan_yunis,out_camp_refugee,0.105999215
h3_x,deir_balah,out_camp_refugee,0.090904079
h3_x,gaza,out_camp_refugee,0.000945447
h3_x,rafah,out_camp_refugee,0
h3_x,north_gaza,out_camp_refugee,0.102369704
h3_xi,khan_yunis,out_camp_refugee,0.097532409
h3_xi,deir_balah,out_camp_refugee,0.062174789
h3_xi,gaza,out_camp_refugee,0.101590059
h3_xi,rafah,out_camp_refugee,0.127259437
h3_xi,north_gaza,out_camp_refugee,0.125482
h3_xii,khan_yunis,out_camp_refugee,0
h3_xii,deir_balah,out_camp_refugee,0
h3_xii,gaza,out_camp_refugee,0
h3_xii,rafah,out_camp_refugee,0
h3_xii,north_gaza,out_camp_refugee,0
h3_xiii,khan_yunis,out_camp_refugee,0
h3_xiii,deir_balah,out_camp_refugee,0
h3_xiii,gaza,out_camp_refugee,0
h3_xiii,rafah,out_camp_refugee,0
h3_xiii,north_gaza,out_camp_refugee,0
h3_xiv,khan_yunis,out_camp_refugee,0
h3_xiv,deir_balah,out_camp_refugee,0
h3_xiv,gaza,out_camp_refugee,0
h3_xiv,rafah,out_camp_refugee,0
h3_xiv,north_gaza,out_camp_refugee,0
h3_xv,khan_yunis,out_camp_refugee,0.012275887
h3_xv,deir_balah,out_camp_refugee,0.011146935
h3_xv,gaza,out_camp_refugee,0.051785391
h3_xv,rafah,out_camp_refugee,0.006168044
h3_xv,north_gaza,out_camp_refugee,0
h3_xvi,khan_yunis,out_camp_refugee,0.023790788
h3_xvi,deir_balah,out_camp_refugee,0.194419805
h3_xvi,gaza,out_camp_refugee,0.316326577
h3_xvi,rafah,out_camp_refugee,0.18403638
h3_xvi,north_gaza,out_camp_refugee,0.126143939
h3_xvii,khan_yunis,out_camp_refugee,0.007732022
h3_xvii,deir_balah,out_camp_refugee,0.01288439
h3_xvii,gaza,out_camp_refugee,0
h3_xvii,rafah,out_camp_refugee,0.053264281
h3_xvii,north_gaza,out_camp_refugee,0.021552765
h4,khan_yunis,out_camp_refugee,0.750241145
h4,deir_balah,out_camp_refugee,0.631310772
h4,gaza,out_camp_refugee,0.73988423
h4,rafah,out_camp_refugee,0.641113903
h4,north_gaza,out_camp_refugee,0.672880454
h4_i,khan_yunis,out_camp_refugee,0.781875711
h4_i,deir_balah,out_camp_refugee,0.860111628
h4_i,gaza,out_camp_refugee,0.714179259
h4_i,rafah,out_camp_refugee,0.861643142
h4_i,north_gaza,out_camp_refugee,0.823854985
h4_ii,khan_yunis,out_camp_refugee,0.288254681
h4_ii,deir_balah,out_camp_refugee,0.121820807
h4_ii,gaza,out_camp_refugee,0.134613875
h4_ii,rafah,out_camp_refugee,0.063534977
h4_ii,north_gaza,out_camp_refugee,0.07388937
h4_iii,khan_yunis,out_camp_refugee,0.039986888
h4_iii,deir_balah,out_camp_refugee,0.081757812
h4_iii,gaza,out_camp_refugee,0.225323351
h4_iii,rafah,out_camp_refugee,0.299606179
h4_iii,north_gaza,out_camp_refugee,0.042530219
h4_iv,khan_yunis,out_camp_refugee,0.054606495
h4_iv,deir_balah,out_camp_refugee,0.069187565
h4_iv,gaza,out_camp_refugee,0.115201272
h4_iv,rafah,out_camp_refugee,0.072274831
h4_iv,north_gaza,out_camp_refugee,0.201763448
h4_v,khan_yunis,out_camp_refugee,0.138611991
h4_v,deir_balah,out_camp_refugee,0.074989538
h4_v,gaza,out_camp_refugee,0.17389432
h4_v,rafah,out_camp_refugee,0.191563292
h4_v,north_gaza,out_camp_refugee,0.056898657
h4_vi,khan_yunis,out_camp_refugee,0.000392844
h4_vi,deir_balah,out_camp_refugee,0.004567131
h4_vi,gaza,out_camp_refugee,0.000170939
h4_vi,rafah,out_camp_refugee,0
h4_vi,north_gaza,out_camp_refugee,0
h4_vii,khan_yunis,out_camp_refugee,0
h4_vii,deir_balah,out_camp_refugee,0
h4_vii,gaza,out_camp_refugee,0
h4_vii,rafah,out_camp_refugee,0
h4_vii,north_gaza,out_camp_refugee,0
h4_viii,khan_yunis,out_camp_refugee,0.056080551
h4_viii,deir_balah,out_camp_refugee,0.05565824
h4_viii,gaza,out_camp_refugee,0.038447786
h4_viii,rafah,out_camp_refugee,0.136816154
h4_viii,north_gaza,out_camp_refugee,0.018062496
h4_ix,khan_yunis,out_camp_refugee,0.102479676
h4_ix,deir_balah,out_camp_refugee,0.016253149
h4_ix,gaza,out_camp_refugee,0.000385377
h4_ix,rafah,out_camp_refugee,0.20916198
h4_ix,north_gaza,out_camp_refugee,0.005856604
hp1_a,khan_yunis,out_camp_refugee,0.091863661
hp1_a,deir_balah,out_camp_refugee,0.127119077
hp1_a,gaza,out_camp_refugee,0.126240919
hp1_a,rafah,out_camp_refugee,0.174037597
hp1_a,north_gaza,out_camp_refugee,0.163405359
hp1_b,khan_yunis,out_camp_refugee,0.002909345
hp1_b,deir_balah,out_camp_refugee,0.007432939
hp1_b,gaza,out_camp_refugee,0
hp1_b,rafah,out_camp_refugee,0.023273983
hp1_b,north_gaza,out_camp_refugee,0.013284737
hp1_c,khan_yunis,out_camp_refugee,0.003252186
hp1_c,deir_balah,out_camp_refugee,0.007022861
hp1_c,gaza,out_camp_refugee,0.000570269
hp1_c,rafah,out_camp_refugee,0.017459175
hp1_c,north_gaza,out_camp_refugee,0.034056361
hp1_d,khan_yunis,out_camp_refugee,0.006161531
hp1_d,deir_balah,out_camp_refugee,0.0144558
hp1_d,gaza,out_camp_refugee,0.000570269
hp1_d,rafah,out_camp_refugee,0.040733157
hp1_d,north_gaza,out_camp_refugee,0.047341098
hp7,khan_yunis,out_camp_refugee,0.426522004
hp7,deir_balah,out_camp_refugee,0.279923831
hp7,gaza,out_camp_refugee,0.334056195
hp7,rafah,out_camp_refugee,0.440219449
hp7,north_gaza,out_camp_refugee,0.392684506
hp8_i,khan_yunis,out_camp_refugee,0.239646666
hp8_i,deir_balah,out_camp_refugee,0.229389395
hp8_i,gaza,out_camp_refugee,0.429786291
hp8_i,rafah,out_camp_refugee,0.258183584
hp8_i,north_gaza,out_camp_refugee,0.127883679
hp8_ii,khan_yunis,out_camp_refugee,0.287382083
hp8_ii,deir_balah,out_camp_refugee,0.200145146
hp8_ii,gaza,out_camp_refugee,0.00550403
hp8_ii,rafah,out_camp_refugee,0.329587341
hp8_ii,north_gaza,out_camp_refugee,0.098311914
hp8_iii,khan_yunis,out_camp_refugee,0
hp8_iii,deir_balah,out_camp_refugee,0.107174533
hp8_iii,gaza,out_camp_refugee,0
hp8_iii,rafah,out_camp_refugee,0
hp8_iii,north_gaza,out_camp_refugee,0.028194867
hp8_iv,khan_yunis,out_camp_refugee,0.019045357
hp8_iv,deir_balah,out_camp_refugee,0.026847428
hp8_iv,gaza,out_camp_refugee,0.001416621
hp8_iv,rafah,out_camp_refugee,0.011933279
hp8_iv,north_gaza,out_camp_refugee,0.048128342
hp8_v,khan_yunis,out_camp_refugee,0.021054894
hp8_v,deir_balah,out_camp_refugee,0.106297357
hp8_v,gaza,out_camp_refugee,0.560376436
hp8_v,rafah,out_camp_refugee,0.100791345
hp8_v,north_gaza,out_camp_refugee,0.154493591
hp8_vi,khan_yunis,out_camp_refugee,0
hp8_vi,deir_balah,out_camp_refugee,0
hp8_vi,gaza,out_camp_refugee,0
hp8_vi,rafah,out_camp_refugee,0.00596664
hp8_vi,north_gaza,out_camp_refugee,0.013993405
hp8_vii,khan_yunis,out_camp_refugee,0.39279979
hp8_vii,deir_balah,out_camp_refugee,0.24354354
hp8_vii,gaza,out_camp_refugee,0
hp8_vii,rafah,out_camp_refugee,0.109518499
hp8_vii,north_gaza,out_camp_refugee,0.479979473
hp8_viii,khan_yunis,out_camp_refugee,0
hp8_viii,deir_balah,out_camp_refugee,0
hp8_viii,gaza,out_camp_refugee,0
hp8_viii,rafah,out_camp_refugee,0
hp8_viii,north_gaza,out_camp_refugee,0
hp8_ix,khan_yunis,out_camp_refugee,0
hp8_ix,deir_balah,out_camp_refugee,0.043591232
hp8_ix,gaza,out_camp_refugee,0
hp8_ix,rafah,out_camp_refugee,0
hp8_ix,north_gaza,out_camp_refugee,0
hp8_x,khan_yunis,out_camp_refugee,0.014811224
hp8_x,deir_balah,out_camp_refugee,0.018655997
hp8_x,gaza,out_camp_refugee,0.002916623
hp8_x,rafah,out_camp_refugee,0
hp8_x,north_gaza,out_camp_refugee,0
hp8_xi,khan_yunis,out_camp_refugee,0
hp8_xi,deir_balah,out_camp_refugee,0
hp8_xi,gaza,out_camp_refugee,0
hp8_xi,rafah,out_camp_refugee,0
hp8_xi,north_gaza,out_camp_refugee,0
hp9,khan_yunis,out_camp_refugee,0.512069902
hp9,deir_balah,out_camp_refugee,0.446433022
hp9,gaza,out_camp_refugee,0.272245503
hp9,rafah,out_camp_refugee,0.25744868
hp9,north_gaza,out_camp_refugee,0.473207473
hp10,khan_yunis,out_camp_refugee,0.175111758
hp10,deir_balah,out_camp_refugee,0.254475305
hp10,gaza,out_camp_refugee,0.155739543
hp10,rafah,out_camp_refugee,0.148583787
hp10,north_gaza,out_camp_refugee,0.317412352
hp11,khan_yunis,out_camp_refugee,0.418075179
hp11,deir_balah,out_camp_refugee,0.316472018
hp11,gaza,out_camp_refugee,0.201386595
hp11,rafah,out_camp_refugee,0.158836273
hp11,north_gaza,out_camp_refugee,0.287931741
hp12,khan_yunis,out_camp_refugee,0.213426867
hp12,deir_balah,out_camp_refugee,0.541404727
hp12,gaza,out_camp_refugee,0.278346278
hp12,rafah,out_camp_refugee,0.408284308
hp12,north_gaza,out_camp_refugee,0.246673161
hp12_i,khan_yunis,out_camp_refugee,0.477732653
hp12_i,deir_balah,out_camp_refugee,0.41452617
hp12_i,gaza,out_camp_refugee,0.46324497
hp12_i,rafah,out_camp_refugee,0.496450064
hp12_i,north_gaza,out_camp_refugee,0.093885985
hp12_ii,khan_yunis,out_camp_refugee,0.467571991
hp12_ii,deir_balah,out_camp_refugee,0.616798478
hp12_ii,gaza,out_camp_refugee,0.524823155
hp12_ii,rafah,out_camp_refugee,0.718498816
hp12_ii,north_gaza,out_camp_refugee,0.214343539
hp12_iii,khan_yunis,out_camp_refugee,0.795064914
hp12_iii,deir_balah,out_camp_refugee,0.82254465
hp12_iii,gaza,out_camp_refugee,0.837355493
hp12_iii,rafah,out_camp_refugee,0.845464569
hp12_iii,north_gaza,out_camp_refugee,0.789447267
hp13,khan_yunis,out_camp_refugee,0.910698723
hp13,deir_balah,out_camp_refugee,0.924434066
hp13,gaza,out_camp_refugee,0.705163047
hp13,rafah,out_camp_refugee,0.973811238
hp13,north_gaza,out_camp_refugee,0.948273506
w1,khan_yunis,out_camp_refugee,0.174094543
w1,deir_balah,out_camp_refugee,0.134588961
w1,gaza,out_camp_refugee,0.094461504
w1,rafah,out_camp_refugee,0.129378401
w1,north_gaza,out_camp_refugee,0.086890528
w1a,khan_yunis,out_camp_refugee,0.026692265
w1a,deir_balah,out_camp_refugee,0.005352867
w1a,gaza,out_camp_refugee,0.054636779
w1a,rafah,out_camp_refugee,0.116878547
w1a,north_gaza,out_camp_refugee,0.002231767
w2,khan_yunis,out_camp_refugee,0.964276273
w2,deir_balah,out_camp_refugee,0.998814842
w2,gaza,out_camp_refugee,0.972302186
w2,rafah,out_camp_refugee,0.999193035
w2,north_gaza,out_camp_refugee,0.996609671
ws1,khan_yunis,out_camp_refugee,0.993844868
ws1,deir_balah,out_camp_refugee,0.993661739
ws1,gaza,out_camp_refugee,0.999620576
ws1,rafah,out_camp_refugee,0.969463329
ws1,north_gaza,out_camp_refugee,0.998348605
ws1a,khan_yunis,out_camp_refugee,0.011277232
ws1a,deir_balah,out_camp_refugee,0.006828816
ws1a,gaza,out_camp_refugee,0.001417521
ws1a,rafah,out_camp_refugee,0.007545514
ws1a,north_gaza,out_camp_refugee,0.005438608
ws1b,khan_yunis,out_camp_refugee,0.383232254
ws1b,deir_balah,out_camp_refugee,0.490300119
ws1b,gaza,out_camp_refugee,0.46529126
ws1b,rafah,out_camp_refugee,0.430774611
ws1b,north_gaza,out_camp_refugee,0.328079668
ws1c,khan_yunis,out_camp_refugee,0.79990898
ws1c,deir_balah,out_camp_refugee,0.93335749
ws1c,gaza,out_camp_refugee,0.885060467
ws1c,rafah,out_camp_refugee,0.919078476
ws1c,north_gaza,out_camp_refugee,0.912789575
ws1b_i,khan_yunis,out_camp_refugee,0.523803871
ws1b_i,deir_balah,out_camp_refugee,0.876085307
ws1b_i,gaza,out_camp_refugee,0.954206969
ws1b_i,rafah,out_camp_refugee,0.804018747
ws1b_i,north_gaza,out_camp_refugee,0.941022187
ws1b_ii,khan_yunis,out_camp_refugee,0.315432394
ws1b_ii,deir_balah,out_camp_refugee,0.057066631
ws1b_ii,gaza,out_camp_refugee,0.044672662
ws1b_ii,rafah,out_camp_refugee,0.114384252
ws1b_ii,north_gaza,out_camp_refugee,0.026876638
ws1b_iii,khan_yunis,out_camp_refugee,0.159132173
ws1b_iii,deir_balah,out_camp_refugee,0.065607631
ws1b_iii,gaza,out_camp_refugee,0.00070876
ws1b_iii,rafah,out_camp_refugee,0.081597001
ws1b_iii,north_gaza,out_camp_refugee,0.030236385
ws1b_iv,khan_yunis,out_camp_refugee,0
ws1b_iv,deir_balah,out_camp_refugee,0.00124043
ws1b_iv,gaza,out_camp_refugee,0.000126475
ws1b_iv,rafah,out_camp_refugee,0
ws1b_iv,north_gaza,out_camp_refugee,0.00186479
w3,khan_yunis,out_camp_refugee,0.706121009
w3,deir_balah,out_camp_refugee,0.912457888
w3,gaza,out_camp_refugee,0.8399531
w3,rafah,out_camp_refugee,0.797126428
w3,north_gaza,out_camp_refugee,0.857043797
w3a,khan_yunis,out_camp_refugee,0.945729779
w3a,deir_balah,out_camp_refugee,0.985795546
w3a,gaza,out_camp_refugee,0.884397509
w3a,rafah,out_camp_refugee,0.964440735
w3a,north_gaza,out_camp_refugee,0.939404071
w4,khan_yunis,out_camp_refugee,0.874018952
w4,deir_balah,out_camp_refugee,0.741848759
w4,gaza,out_camp_refugee,0.907998627
w4,rafah,out_camp_refugee,0.988019316
w4,north_gaza,out_camp_refugee,0.907387859
w4_i,khan_yunis,out_camp_refugee,0.125981048
w4_i,deir_balah,out_camp_refugee,0.258151241
w4_i,gaza,out_camp_refugee,0.006937535
w4_i,rafah,out_camp_refugee,0.011980684
w4_i,north_gaza,out_camp_refugee,0.092612141
w4_ii,khan_yunis,out_camp_refugee,0.172221645
w4_ii,deir_balah,out_camp_refugee,0.092285622
w4_ii,gaza,out_camp_refugee,0.260344303
w4_ii,rafah,out_camp_refugee,0.339996308
w4_ii,north_gaza,out_camp_refugee,0.092287031
w4_iii,khan_yunis,out_camp_refugee,0.436456799
w4_iii,deir_balah,out_camp_refugee,0.413749819
w4_iii,gaza,out_camp_refugee,0.112626696
w4_iii,rafah,out_camp_refugee,0.408781611
w4_iii,north_gaza,out_camp_refugee,0.489402902
w4_iv,khan_yunis,out_camp_refugee,0.181469951
w4_iv,deir_balah,out_camp_refugee,0.28081223
w4_iv,gaza,out_camp_refugee,0.7087248
w4_iv,rafah,out_camp_refugee,0.449109598
w4_iv,north_gaza,out_camp_refugee,0.186141671
w4_v,khan_yunis,out_camp_refugee,0.131918699
w4_v,deir_balah,out_camp_refugee,0.098765118
w4_v,gaza,out_camp_refugee,0.007729181
w4_v,rafah,out_camp_refugee,0.111186195
w4_v,north_gaza,out_camp_refugee,0.200889949
w4_vi,khan_yunis,out_camp_refugee,0.248649332
w4_vi,deir_balah,out_camp_refugee,0.031781266
w4_vi,gaza,out_camp_refugee,0.008923737
w4_vi,rafah,out_camp_refugee,0.354421153
w4_vi,north_gaza,out_camp_refugee,0.390685577
w4_vii,khan_yunis,out_camp_refugee,0.003245742
w4_vii,deir_balah,out_camp_refugee,0
w4_vii,gaza,out_camp_refugee,0
w4_vii,rafah,out_camp_refugee,0
w4_vii,north_gaza,out_camp_refugee,0.028037431
w9,khan_yunis,out_camp_refugee,0.163261138
w9,deir_balah,out_camp_refugee,0.061221004
w9,gaza,out_camp_refugee,0.087633824
w9,rafah,out_camp_refugee,0.022821348
w9,north_gaza,out_camp_refugee,0.247888135
w9_a,khan_yunis,out_camp_refugee,0.816462808
w9_a,deir_balah,out_camp_refugee,0.8788231
w9_a,gaza,out_camp_refugee,0.838416067
w9_a,rafah,out_camp_refugee,0.92927978
w9_a,north_gaza,out_camp_refugee,0.975130607
w9_b,khan_yunis,out_camp_refugee,0.724445257
w9_b,deir_balah,out_camp_refugee,0.426316473
w9_b,gaza,out_camp_refugee,0.978897442
w9_b,rafah,out_camp_refugee,0.78783934
w9_b,north_gaza,out_camp_refugee,0.351122875
w10,khan_yunis,out_camp_refugee,0.693488564
w10,deir_balah,out_camp_refugee,0.886399615
w10,gaza,out_camp_refugee,0.942791124
w10,rafah,out_camp_refugee,0.980285979
w10,north_gaza,out_camp_refugee,0.861432402
w11,khan_yunis,out_camp_refugee,0.109610417
w11,deir_balah,out_camp_refugee,0.13352217
w11,gaza,out_camp_refugee,0.032524931
w11,rafah,out_camp_refugee,0.21553842
w11,north_gaza,out_camp_refugee,0.138762992
s1,khan_yunis,out_camp_refugee,0.211481568
s1,deir_balah,out_camp_refugee,0.189955489
s1,gaza,out_camp_refugee,0.064449672
s1,rafah,out_camp_refugee,0.262584536
s1,north_gaza,out_camp_refugee,0.12397929
s2_a,khan_yunis,out_camp_refugee,0.55667622
s2_a,deir_balah,out_camp_refugee,0.387499663
s2_a,gaza,out_camp_refugee,0.344879393
s2_a,rafah,out_camp_refugee,0.439230636
s2_a,north_gaza,out_camp_refugee,0.371522648
s2,khan_yunis,out_camp_refugee,Inf
s2,deir_balah,out_camp_refugee,Inf
s2,gaza,out_camp_refugee,Inf
s2,rafah,out_camp_refugee,Inf
s2,north_gaza,out_camp_refugee,Inf
sp1_i,khan_yunis,out_camp_refugee,0.871276633
sp1_i,deir_balah,out_camp_refugee,0.849151609
sp1_i,gaza,out_camp_refugee,0.788461793
sp1_i,rafah,out_camp_refugee,0.885975965
sp1_i,north_gaza,out_camp_refugee,0.851985642
sp1_ii,khan_yunis,out_camp_refugee,0.057267732
sp1_ii,deir_balah,out_camp_refugee,0.040969321
sp1_ii,gaza,out_camp_refugee,0.084179184
sp1_ii,rafah,out_camp_refugee,0.03868561
sp1_ii,north_gaza,out_camp_refugee,0.0630357
sp1_iii,khan_yunis,out_camp_refugee,0.07030463
sp1_iii,deir_balah,out_camp_refugee,0.102221773
sp1_iii,gaza,out_camp_refugee,0.127232549
sp1_iii,rafah,out_camp_refugee,0.060360413
sp1_iii,north_gaza,out_camp_refugee,0.075260005
sp1_iv,khan_yunis,out_camp_refugee,0.001151005
sp1_iv,deir_balah,out_camp_refugee,0.007657297
sp1_iv,gaza,out_camp_refugee,0.000126475
sp1_iv,rafah,out_camp_refugee,0.014978011
sp1_iv,north_gaza,out_camp_refugee,0.009718653
sp2,khan_yunis,out_camp_refugee,0.112904918
sp2,deir_balah,out_camp_refugee,0.035203033
sp2,gaza,out_camp_refugee,0.097916197
sp2,rafah,out_camp_refugee,0.050416742
sp2,north_gaza,out_camp_refugee,0.039487235
sp3_i,khan_yunis,out_camp_refugee,0
sp3_i,deir_balah,out_camp_refugee,0.08190428
sp3_i,gaza,out_camp_refugee,0
sp3_i,rafah,out_camp_refugee,0
sp3_i,north_gaza,out_camp_refugee,0
sp3_ii,khan_yunis,out_camp_refugee,0.122260454
sp3_ii,deir_balah,out_camp_refugee,0.154520767
sp3_ii,gaza,out_camp_refugee,0.563652867
sp3_ii,rafah,out_camp_refugee,0.297084083
sp3_ii,north_gaza,out_camp_refugee,0.162424193
sp3_iii,khan_yunis,out_camp_refugee,0.144801515
sp3_iii,deir_balah,out_camp_refugee,0.454911859
sp3_iii,gaza,out_camp_refugee,0.004326412
sp3_iii,rafah,out_camp_refugee,0.164547942
sp3_iii,north_gaza,out_camp_refugee,0
sp3_iv,khan_yunis,out_camp_refugee,0.00348131
sp3_iv,deir_balah,out_camp_refugee,0
sp3_iv,gaza,out_camp_refugee,0
sp3_iv,rafah,out_camp_refugee,0.160059008
sp3_iv,north_gaza,out_camp_refugee,0.047225137
sp3_v,khan_yunis,out_camp_refugee,0.216051296
sp3_v,deir_balah,out_camp_refugee,0.14844995
sp3_v,gaza,out_camp_refugee,0.14752771
sp3_v,rafah,out_camp_refugee,0.196559744
sp3_v,north_gaza,out_camp_refugee,0.047225137
sp3_vi,khan_yunis,out_camp_refugee,0.517409751
sp3_vi,deir_balah,out_camp_refugee,0.058010768
sp3_vi,gaza,out_camp_refugee,0.002583327
sp3_vi,rafah,out_camp_refugee,0.157142682
sp3_vi,north_gaza,out_camp_refugee,0.345022586
sp3_vii,khan_yunis,out_camp_refugee,0.015415277
sp3_vii,deir_balah,out_camp_refugee,0.08190428
sp3_vii,gaza,out_camp_refugee,0.138791635
sp3_vii,rafah,out_camp_refugee,0.032011802
sp3_vii,north_gaza,out_camp_refugee,0.156122036
sp3_viii,khan_yunis,out_camp_refugee,0
sp3_viii,deir_balah,out_camp_refugee,0
sp3_viii,gaza,out_camp_refugee,0
sp3_viii,rafah,out_camp_refugee,0
sp3_viii,north_gaza,out_camp_refugee,0
sp3_ix,khan_yunis,out_camp_refugee,0.010194466
sp3_ix,deir_balah,out_camp_refugee,0.010708651
sp3_ix,gaza,out_camp_refugee,0
sp3_ix,rafah,out_camp_refugee,0
