"dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"ln1","camp_refugee_disagg",NA,"out_camp_refugee",0.0548868943849789,NA,0.0271614167883805,0.0826123719815772,NA,NA
"ln1","camp_refugee_disagg",NA,"in_camp_refugee",0.0551136495685178,NA,0.0403735789706972,0.0698537201663384,NA,NA
"ln2","camp_refugee_disagg",NA,"out_camp_refugee",0.263045471876714,NA,0.193549494413884,0.332541449339544,NA,NA
"ln2","camp_refugee_disagg",NA,"in_camp_refugee",0.227921878055777,NA,0.199736396512205,0.256107359599349,NA,NA
"ln3","camp_refugee_disagg",NA,"out_camp_refugee",0.109356215627209,NA,0.0743289613580185,0.1443834698964,NA,NA
"ln3","camp_refugee_disagg",NA,"in_camp_refugee",0.0967930590392175,NA,0.07700849237784,0.116577625700595,NA,NA
"ln4","camp_refugee_disagg",NA,"out_camp_refugee",0.573783102168084,NA,0.51785638469848,0.629709819637689,NA,NA
"ln4","camp_refugee_disagg",NA,"in_camp_refugee",0.54949286400228,NA,0.516220198142335,0.582765529862226,NA,NA
"ln5","camp_refugee_disagg",NA,"out_camp_refugee",0.314690605750271,NA,0.260542743245726,0.368838468254816,NA,NA
"ln5","camp_refugee_disagg",NA,"in_camp_refugee",0.350630426477004,NA,0.318878024347447,0.382382828606562,NA,NA
"ln6","camp_refugee_disagg",NA,"out_camp_refugee",0.614242814413724,NA,0.542310939422245,0.686174689405203,NA,NA
"ln6","camp_refugee_disagg",NA,"in_camp_refugee",0.876756181665052,NA,0.854599379135517,0.898912984194586,NA,NA
"ln7_i","camp_refugee_disagg",NA,"out_camp_refugee",0.153978056960571,NA,0.115588641433299,0.192367472487843,NA,NA
"ln7_i","camp_refugee_disagg",NA,"in_camp_refugee",0.210815892542933,NA,0.184225903440584,0.237405881645283,NA,NA
"ln7_ii","camp_refugee_disagg",NA,"out_camp_refugee",0.185361319362292,NA,0.13960697624245,0.231115662482135,NA,NA
"ln7_ii","camp_refugee_disagg",NA,"in_camp_refugee",0.33680943313583,NA,0.305344723800814,0.368274142470846,NA,NA
"ln7_iii","camp_refugee_disagg",NA,"out_camp_refugee",0.227630509626247,NA,0.183369067021214,0.27189195223128,NA,NA
"ln7_iii","camp_refugee_disagg",NA,"in_camp_refugee",0.293963482016739,NA,0.263526768811349,0.324400195222129,NA,NA
"ln7_iv","camp_refugee_disagg",NA,"out_camp_refugee",0.43303011405089,NA,0.335082525251524,0.530977702850256,NA,NA
"ln7_iv","camp_refugee_disagg",NA,"in_camp_refugee",0.158411192304498,NA,0.133582336012887,0.183240048596108,NA,NA
"ln8","camp_refugee_disagg",NA,"out_camp_refugee",0.273455308217466,NA,0.2091378311702,0.337772785264732,NA,NA
"ln8","camp_refugee_disagg",NA,"in_camp_refugee",0.128138704327265,NA,0.10610954291523,0.1501678657393,NA,NA
"ln9","camp_refugee_disagg",NA,"out_camp_refugee",0.275431653302249,NA,0.225154093904949,0.32570921269955,NA,NA
"ln9","camp_refugee_disagg",NA,"in_camp_refugee",0.369841189499493,NA,0.33786036499173,0.401822014007256,NA,NA
"ln10","camp_refugee_disagg",NA,"out_camp_refugee",0.201244687954026,NA,0.160479994724408,0.242009381183645,NA,NA
"ln10","camp_refugee_disagg",NA,"in_camp_refugee",0.279535925091697,NA,0.249447510137985,0.30962434004541,NA,NA
"ln11","camp_refugee_disagg",NA,"out_camp_refugee",0.249868350526258,NA,0.187219375867769,0.312517325184748,NA,NA
"ln11","camp_refugee_disagg",NA,"in_camp_refugee",0.222484181081544,NA,0.194356261437881,0.250612100725208,NA,NA
"ln12_i","camp_refugee_disagg",NA,"out_camp_refugee",0.0135426757191073,NA,-0.00271730494023819,0.0298026563784528,NA,NA
"ln12_i","camp_refugee_disagg",NA,"in_camp_refugee",0.00217616829614681,NA,-0.00210571704430855,0.00645805363660218,NA,NA
"ln12_ii","camp_refugee_disagg",NA,"out_camp_refugee",0.0503304983934336,NA,-0.0407098880596798,0.141370884846547,NA,NA
"ln12_ii","camp_refugee_disagg",NA,"in_camp_refugee",0.00217616829614681,NA,-0.00210571704430854,0.00645805363660217,NA,NA
"ln12_iii","camp_refugee_disagg",NA,"out_camp_refugee",0.00264649600787396,NA,-8.0305936073416e-05,0.00537329795182133,NA,NA
"ln12_iii","camp_refugee_disagg",NA,"in_camp_refugee",0.0128252068741639,NA,-0.0121413789075361,0.0377917926558639,NA,NA
"ln12_iv","camp_refugee_disagg",NA,"out_camp_refugee",0.0448010429038988,NA,0.0123939010886695,0.077208184719128,NA,NA
"ln12_iv","camp_refugee_disagg",NA,"in_camp_refugee",0.125443023385304,NA,0.059755248047892,0.191130798722715,NA,NA
"ln12_v","camp_refugee_disagg",NA,"out_camp_refugee",0.329515419813692,NA,0.153363909002059,0.505666930625324,NA,NA
"ln12_v","camp_refugee_disagg",NA,"in_camp_refugee",0.087511037868021,NA,0.0333957821022591,0.141626293633783,NA,NA
"ln12_vi","camp_refugee_disagg",NA,"out_camp_refugee",0.269546579475326,NA,0.170455604892063,0.368637554058589,NA,NA
"ln12_vi","camp_refugee_disagg",NA,"in_camp_refugee",0.571049376497027,NA,0.473935626979892,0.668163126014161,NA,NA
"ln12_vii","camp_refugee_disagg",NA,"out_camp_refugee",0.286343962409855,NA,0.119740006931414,0.452947917888297,NA,NA
"ln12_vii","camp_refugee_disagg",NA,"in_camp_refugee",0.275510147197767,NA,0.186762799920148,0.364257494475386,NA,NA
"ln12_viii","camp_refugee_disagg",NA,"out_camp_refugee",0.247049169304508,NA,0.129050465482619,0.365047873126397,NA,NA
"ln12_viii","camp_refugee_disagg",NA,"in_camp_refugee",0.24689714963552,NA,0.161728160709378,0.332066138561662,NA,NA
"ln12_ix","camp_refugee_disagg",NA,"out_camp_refugee",0.14576830397119,NA,0.0539819941573022,0.237554613785078,NA,NA
"ln12_ix","camp_refugee_disagg",NA,"in_camp_refugee",0.0585123766146581,NA,0.0140837584675055,0.102940994761811,NA,NA
"ln12_x","camp_refugee_disagg",NA,"out_camp_refugee",0.0420148395509472,NA,0.0149104349624468,0.0691192441394476,NA,NA
"ln12_x","camp_refugee_disagg",NA,"in_camp_refugee",0.0605037216779585,NA,0.0133594234166389,0.107648019939278,NA,NA
"ln12_xi","camp_refugee_disagg",NA,"out_camp_refugee",0.00452059266426271,NA,-0.0001999418966036,0.00924112722512902,NA,NA
"ln12_xi","camp_refugee_disagg",NA,"in_camp_refugee",0.0116793082110894,NA,-0.00736346731107298,0.0307220837332518,NA,NA
"ln13_i","camp_refugee_disagg",NA,"out_camp_refugee",0.542889156296197,NA,0.475133106657051,0.610645205935344,NA,NA
"ln13_i","camp_refugee_disagg",NA,"in_camp_refugee",0.339456420374492,NA,0.308213349684432,0.370699491064553,NA,NA
"ln13_ii","camp_refugee_disagg",NA,"out_camp_refugee",0.222319807967288,NA,0.176088690044923,0.268550925889652,NA,NA
"ln13_ii","camp_refugee_disagg",NA,"in_camp_refugee",0.411371540315677,NA,0.378758239210005,0.443984841421349,NA,NA
"ln13_iii","camp_refugee_disagg",NA,"out_camp_refugee",0.0218555916518,NA,0.00850160606136136,0.0352095772422387,NA,NA
"ln13_iii","camp_refugee_disagg",NA,"in_camp_refugee",0.012215417428056,NA,0.00521803235575332,0.0192128025003587,NA,NA
"ln13_iv","camp_refugee_disagg",NA,"out_camp_refugee",0.166051009987531,NA,0.122792935607259,0.209309084367804,NA,NA
"ln13_iv","camp_refugee_disagg",NA,"in_camp_refugee",0.303545077368393,NA,0.272684704194872,0.334405450541915,NA,NA
"ln13_v","camp_refugee_disagg",NA,"out_camp_refugee",0.0573739966432083,NA,0.0393903346054398,0.0753576586809769,NA,NA
"ln13_v","camp_refugee_disagg",NA,"in_camp_refugee",0.0860474091285215,NA,0.0673036019466525,0.10479121631039,NA,NA
"ln13_vi","camp_refugee_disagg",NA,"out_camp_refugee",0.0422223061754304,NA,0.0262683325337653,0.0581762798170955,NA,NA
"ln13_vi","camp_refugee_disagg",NA,"in_camp_refugee",0.0413629347181307,NA,0.0277353704681442,0.0549904989681171,NA,NA
"ln13_vii","camp_refugee_disagg",NA,"out_camp_refugee",0.258350086313423,NA,0.201383806456067,0.315316366170779,NA,NA
"ln13_vii","camp_refugee_disagg",NA,"in_camp_refugee",0.428290113552679,NA,0.395345306522874,0.461234920582483,NA,NA
"ln13_viii","camp_refugee_disagg",NA,"out_camp_refugee",0.0499007656110139,NA,0.0290420453413927,0.0707594858806351,NA,NA
"ln13_viii","camp_refugee_disagg",NA,"in_camp_refugee",0.0936076411331625,NA,0.0752993604742829,0.111915921792042,NA,NA
"ln13_ix","camp_refugee_disagg",NA,"out_camp_refugee",0.00695419626062245,NA,0.00159560538148165,0.0123127871397632,NA,NA
"ln13_ix","camp_refugee_disagg",NA,"in_camp_refugee",0.0135705177368583,NA,0.00601247807404161,0.0211285573996749,NA,NA
"ln13_x","camp_refugee_disagg",NA,"out_camp_refugee",0.0606351015989377,NA,0.040612786630065,0.0806574165678104,NA,NA
"ln13_x","camp_refugee_disagg",NA,"in_camp_refugee",0.0803323818494909,NA,0.0626887762295648,0.0979759874694171,NA,NA
"ln13_xi","camp_refugee_disagg",NA,"out_camp_refugee",0.00819739797130917,NA,0.00374928471372904,0.0126455112288893,NA,NA
"ln13_xi","camp_refugee_disagg",NA,"in_camp_refugee",0.0161021274435138,NA,0.00782612350942247,0.0243781313776052,NA,NA
"ln13_xii","camp_refugee_disagg",NA,"out_camp_refugee",0.00226433353663622,NA,0.000969270383127944,0.00355939669014449,NA,NA
"ln13_xii","camp_refugee_disagg",NA,"in_camp_refugee",0.00615874780998572,NA,0.00108109058983441,0.011236405030137,NA,NA
"ln13_xiii","camp_refugee_disagg",NA,"out_camp_refugee",0.0299643455127944,NA,0.00940506265388381,0.050523628371705,NA,NA
